Seller_Email,Listing_ID,Category,Auction_Title,Product_Name,Product_Description,Quantity,Reserve_Price,Max_bids,Status
shaydones@lsu.edu,1158,Kitchen & Appliances,"Apron front sink, white",White Apron Sink,Sinks,3,297.0,4,1
lcicchinellib5@lsu.edu,1161,Kitchen & Appliances,"Apron front sink, white",White Apron Sink,Sinks,2,198.0,4,1
elyfecx@lsu.edu,1179,Kitchen & Appliances,Double bowl top mount sink,Top Mount Sink,Sinks,4,396.0,4,1
cdiffley5w@lsu.edu,1191,Kitchen & Appliances,Double bowl top mount sink,Top Mount Sink,Sinks,1,99.0,4,1
nscougallba@lsu.edu,1194,Kitchen & Appliances,Double bowl top mount sink,Top Mount Sink,Sinks,1,99.0,4,0
hjehaes86@lsu.edu,1215,Kitchen & Appliances,Double bowl top mount sink,Top Mount Sink,Sinks,5,495.0,4,1
kbennike0@merriam-webster.com,1230,Kitchen & Appliances,Double bowl top mount sink,Top Mount Sink,Sinks,4,396.0,4,1
mbuddenqw@lsu.edu,1275,Kitchen & Appliances,Kitchen faucet with handspray,KF with HS,Faucets,1,380.0,3,1
tlinebargerh@flickr.com,1326,Kitchen & Appliances,Kitchen faucet with handspray,KF with HS,Faucets,1,380.0,3,2
wfranzenct@lsu.edu,1341,Kitchen & Appliances,Dual control kitchen faucet,DCKF,Faucets,1,240.0,3,1
wlaurancegt@lsu.edu,1362,Kitchen & Appliances,Dual control kitchen faucet,DCKF,Faucets,3,720.0,3,1
ghalvorsen95@lsu.edu,1380,Kitchen & Appliances,Dual control kitchen faucet,DCKF,Faucets,4,960.0,3,1
wspadelli8j@lsu.edu,1392,Kitchen & Appliances,Kitchen faucet w sensor,KF with Sensor,Faucets,4,2400.0,3,1
mbuesdennk@lsu.edu,1849,Kitchen & Appliances,Double boiler insert,Double boiler insert_for_all,Boiler,2,70.0,3,1
iciobotarujm@lsu.edu,1897,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
mickowics63@lsu.edu,2017,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,4,200.0,3,1
fjacquemypl@lsu.edu,2081,Kitchen & Appliances,Double boiler insert,Double boiler insert_for_all,Boiler,4,140.0,3,1
bparkenl7@lsu.edu,2101,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,2,100.0,3,1
psarfat78@lsu.edu,2149,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,5,250.0,3,1
cpennettalf@lsu.edu,2321,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
strenamanhu@lsu.edu,2365,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,1,50.0,3,1
ltortispi@lsu.edu,2437,Kitchen & Appliances,Double boiler insert,Double boiler insert_for_all,Boiler,1,35.0,3,1
rdichee@adobe.com,6,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,3,105.0,3,1
eparmanpy@lsu.edu,13,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,4,200.0,3,1
eswanbourneq0@lsu.edu,43,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,1,35.0,3,1
fcapronqr@lsu.edu,48,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
mashling8s@lsu.edu,70,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
msprackling43@lsu.edu,92,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,175.0,4,1
hmccurts@vinaora.com,93,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,4,1
rwomack49@lsu.edu,108,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,175.0,4,1
tdairtonp8@lsu.edu,140,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,2,100.0,4,1
lcuffehv@lsu.edu,168,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,5,250.0,4,1
wfranzenct@lsu.edu,180,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,4,140.0,5,1
kfeeney30@lsu.edu,215,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,5,2
bspencleyka@lsu.edu,217,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,175.0,5,1
gdeblaseer@lsu.edu,218,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,1,50.0,5,1
kkiesselhe@lsu.edu,224,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,1,35.0,5,1
hcapellee6@lsu.edu,237,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,5,250.0,5,1
slittledike1a@dyndns.org,254,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,2,100.0,5,1
tlinebargerh@flickr.com,278,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
eorrick96@lsu.edu,289,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,4,140.0,3,1
pbortolazziol@lsu.edu,331,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,1,50.0,3,1
gnorecb@lsu.edu,699,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,1,50.0,6,1
rdichee@adobe.com,1625,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,3,105.0,3,2
kfeeney30@lsu.edu,1685,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
hmccurts@vinaora.com,1797,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,2,100.0,2,1
kkiesselhe@lsu.edu,1841,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,1,35.0,3,1
gdeblaseer@lsu.edu,1873,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,1,50.0,3,1
gnorecb@lsu.edu,1905,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,1,50.0,3,1
bspencleyka@lsu.edu,1913,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,175.0,3,2
tdairtonp8@lsu.edu,1973,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,1,50.0,3,1
msprackling43@lsu.edu,2045,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,175.0,3,1
mashling8s@lsu.edu,2093,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
lcuffehv@lsu.edu,2109,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,5,250.0,3,1
eorrick96@lsu.edu,2145,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,175.0,3,1
rwomack49@lsu.edu,2153,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,5,175.0,3,1
fcapronqr@lsu.edu,2177,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
eswanbourneq0@lsu.edu,2197,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,1,35.0,3,1
hcapellee6@lsu.edu,2309,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,5,250.0,3,1
eparmanpy@lsu.edu,2345,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,4,200.0,3,2
pbortolazziol@lsu.edu,2369,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,1,50.0,3,1
slittledike1a@dyndns.org,2397,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,2,100.0,3,1
tlinebargerh@flickr.com,2421,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
wfranzenct@lsu.edu,2445,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,4,140.0,3,1
dbrinkworth7i@lsu.edu,801,Kitchen Cabinets,"Wall cabinet with 2 doors30x15x40 """,Ikea WC - 2 doors,Cabinets,2,160.0,3,1
asimonsen7z@lsu.edu,834,Kitchen Cabinets,"Wall cabinet w glass door/2 drawers, white/Torhamn ash",Ikea WC - White,Cabinets,3,240.0,3,1
awillderjq@lsu.edu,840,Kitchen Cabinets,"Wall cabinet w glass door/2 drawers, white/Torhamn ash",Ikea WC - White,Cabinets,5,400.0,3,1
iciobotarujm@lsu.edu,930,Kitchen Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,4,320.0,4,1
mcrumlyfk@lsu.edu,954,Kitchen Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,4,320.0,4,1
kperle7k@lsu.edu,978,Kitchen Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,2,160.0,5,1
tdairtonp8@lsu.edu,987,Kitchen Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,2,160.0,5,1
dbrinkworth7i@lsu.edu,2585,Kitchen Cabinets,"Wall cabinet with 2 doors30x15x40 """,Ikea WC - 2 doors,Cabinets,2,160.0,3,1
dbraffington7n@lsu.edu,1011,Kitchen Faucets & Sinks,"Sink, black quartz composite",Black quartz Sink,Sinks,1,99.0,5,1
mickowics63@lsu.edu,1020,Kitchen Faucets & Sinks,"Sink, black quartz composite",Black quartz Sink,Sinks,4,396.0,5,1
dabelson7x@lsu.edu,1095,Kitchen Faucets & Sinks,"Sink, black quartz composite",Black quartz Sink,Sinks,1,99.0,4,1
fcapronqr@lsu.edu,1140,Kitchen Faucets & Sinks,"Apron front sink, white",White Apron Sink,Sinks,3,297.0,4,1
lmcmanusmc@lsu.edu,1143,Kitchen Faucets & Sinks,"Apron front sink, white",White Apron Sink,Sinks,4,396.0,4,1
jjewettjh@lsu.edu,1164,Kitchen Faucets & Sinks,"Apron front sink, white",White Apron Sink,Sinks,5,495.0,4,1
naspcu@lsu.edu,1197,Kitchen Faucets & Sinks,Double bowl top mount sink,Top Mount Sink,Sinks,3,297.0,4,1
ahaskerjg@lsu.edu,1251,Kitchen Faucets & Sinks,Kitchen faucet with handspray,KF with HS,Faucets,2,760.0,3,2
mbernasekrm@lsu.edu,1314,Kitchen Faucets & Sinks,Kitchen faucet with handspray,KF with HS,Faucets,1,380.0,3,1
tlinebargerh@flickr.com,1323,Kitchen Faucets & Sinks,Kitchen faucet with handspray,KF with HS,Faucets,1,380.0,3,1
nrideoutmi@lsu.edu,1356,Kitchen Faucets & Sinks,Dual control kitchen faucet,DCKF,Faucets,2,480.0,3,1
ndutchburnel@lsu.edu,1359,Kitchen Faucets & Sinks,Dual control kitchen faucet,DCKF,Faucets,2,480.0,3,1
dmccritchiej3@lsu.edu,1374,Kitchen Faucets & Sinks,Dual control kitchen faucet,DCKF,Faucets,3,720.0,3,1
gdowtry4j@lsu.edu,1398,Kitchen Faucets & Sinks,Kitchen faucet w sensor,KF with Sensor,Faucets,1,600.0,3,1
jberntjd@lsu.edu,72,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,2,40.0,4,2
rcayton5r@lsu.edu,100,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,4,80.0,4,1
gearngycp@lsu.edu,142,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,3,60.0,4,1
aforsythay@lsu.edu,162,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,1,20.0,4,1
gdignall3j@lsu.edu,177,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,5,100.0,5,1
jthwaite4l@lsu.edu,184,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,5,100.0,5,1
ikneesha3v@lsu.edu,222,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,3,60.0,5,1
pclampettfg@lsu.edu,243,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,2,40.0,5,1
jkasman1i@histats.com,285,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,2,40.0,3,1
nlarhamap@lsu.edu,298,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,4,80.0,3,1
dlawteye2@lsu.edu,314,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,4,80.0,3,1
ldickinsbh@lsu.edu,327,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,3,60.0,3,1
cjedrzejewskypo@lsu.edu,345,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,1,20.0,3,1
lcicchinellib5@lsu.edu,356,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,3,60.0,6,1
kwilcockesfx@lsu.edu,382,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,2,40.0,6,1
bmaclaverty2v@lsu.edu,400,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,3,60.0,6,1
lthornberbk@lsu.edu,600,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,5,100.0,6,1
jgarrood8v@lsu.edu,1050,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,4,80.0,5,1
gmackall4z@lsu.edu,1059,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,4,80.0,5,1
fjacquemypl@lsu.edu,1068,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,2,40.0,5,1
mashling8s@lsu.edu,1077,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,1,20.0,5,1
ituppm2@lsu.edu,1101,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,4,80.0,4,1
belfordb@yahoo.co.jp,1113,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,4,80.0,4,1
psarfat78@lsu.edu,1119,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,4,80.0,4,1
eswanbourneq0@lsu.edu,1155,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,3,60.0,4,1
cdutnallr1@lsu.edu,1236,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,5,100.0,4,1
gdignall3j@lsu.edu,1245,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,3,60.0,4,1
cceaser3h@lsu.edu,1278,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,1,20.0,3,1
pbortolazziol@lsu.edu,1284,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,5,100.0,3,1
wlaurancegt@lsu.edu,1365,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,4,80.0,3,1
jkasman1i@histats.com,1673,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,2,40.0,3,2
ldickinsbh@lsu.edu,1697,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,3,60.0,3,1
rcayton5r@lsu.edu,1853,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,4,80.0,3,1
nlarhamap@lsu.edu,1925,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,3,60.0,3,1
aforsythay@lsu.edu,1957,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,1,20.0,3,1
bmaclaverty2v@lsu.edu,1981,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,3,60.0,3,1
dlawteye2@lsu.edu,2013,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,4,80.0,3,1
jberntjd@lsu.edu,2121,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,2,40.0,3,1
lthornberbk@lsu.edu,2185,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,5,100.0,3,1
lcicchinellib5@lsu.edu,2205,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,3,60.0,3,1
jthwaite4l@lsu.edu,2261,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,3,60.0,3,1
cjedrzejewskypo@lsu.edu,2273,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,1,20.0,3,1
ikneesha3v@lsu.edu,2301,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,3,60.0,3,1
gdignall3j@lsu.edu,2317,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,5,100.0,3,1
pclampettfg@lsu.edu,2349,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,2,40.0,3,1
gearngycp@lsu.edu,2377,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,3,60.0,3,1
kwilcockesfx@lsu.edu,2393,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,2,40.0,3,1
nheckjx@lsu.edu,813,Long Sleeves,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,5,150.0,3,2
bspencleyka@lsu.edu,942,Long Sleeves,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,5,150.0,4,1
solooneybx@lsu.edu,984,Long Sleeves,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,5,150.0,5,1
oreppaportr0@lsu.edu,1029,Long Sleeves,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,2,60.0,5,1
adebellis2@mit.edu,1182,Long Sleeves,Long-sleeved Jersey Top,Gap Jersey Top,Cute Jersey Top,1,30.0,4,1
jkruszelnickik3@lsu.edu,1218,Long Sleeves,Long-sleeved Jersey Top,Gap Jersey Top,Cute Jersey Top,3,90.0,4,1
amaccathayam@lsu.edu,74,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,4,60.0,4,1
tizzatt4e@lsu.edu,105,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,1,20.0,4,1
dmccritchiej3@lsu.edu,109,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,5,75.0,4,1
ascohiergc@lsu.edu,233,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,1,20.0,5,1
fdeans6l@lsu.edu,238,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,5,75.0,5,2
solooneybx@lsu.edu,264,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,5,75.0,3,1
emillhill6q@lsu.edu,287,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,5,75.0,3,1
cfridpm@lsu.edu,337,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,4,60.0,3,1
rpointn@globo.com,375,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,3,45.0,6,1
ofumagalliqv@lsu.edu,861,Makeup,Waffled Bathrobe,Lotus SuperProtector Sunscreen,Sunscreen,4,100.0,3,1
lcootesj9@lsu.edu,1074,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,2,40.0,5,1
itompkinson28@pcworld.com,1086,Makeup,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,5,125.0,4,1
vrissonh@lsu.edu,1092,Makeup,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,1,20.0,4,1
cjedrzejewskypo@lsu.edu,1212,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,1,20.0,4,1
hcapellee6@lsu.edu,1239,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,4,60.0,4,1
strenamanhu@lsu.edu,1281,Makeup,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,3,75.0,3,1
hbintonme@lsu.edu,1317,Makeup,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,5,100.0,3,1
acazindy@lsu.edu,1320,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,3,60.0,3,1
wfranzenct@lsu.edu,1344,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,2,40.0,3,1
ghalvorsen95@lsu.edu,1377,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,1,15.0,3,1
wspadelli8j@lsu.edu,1395,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,4,60.0,3,1
dmccritchiej3@lsu.edu,1629,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,5,75.0,3,1
rpointn@globo.com,1649,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,3,45.0,3,1
amaccathayam@lsu.edu,1705,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,5,75.0,3,1
ascohiergc@lsu.edu,1821,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,1,20.0,2,1
emillhill6q@lsu.edu,1893,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,5,75.0,3,1
solooneybx@lsu.edu,1969,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,5,75.0,3,1
fdeans6l@lsu.edu,1997,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,5,75.0,3,1
tizzatt4e@lsu.edu,2217,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,1,20.0,3,1
cfridpm@lsu.edu,2333,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,4,60.0,3,1
spinwillhg@lsu.edu,765,Meat & Seafood,Fresh Wild Caught Snow Crab,Snow Crab,Fresh Snow Crab,2,36.0,3,1
spinwillhg@lsu.edu,2537,Meat & Seafood,Fresh Wild Caught Snow Crab,Snow Crab,Fresh Snow Crab,2,36.0,3,1
zcornillibb@lsu.edu,84,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,4,2
ahaskerjg@lsu.edu,123,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,1,50.0,4,1
ctelezhking7@lsu.edu,160,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,4,200.0,4,0
wfranzenct@lsu.edu,204,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,5,250.0,5,0
kmusslewhitedp@lsu.edu,255,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,1,50.0,5,1
jcory4w@lsu.edu,286,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
hleroy7s@lsu.edu,293,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,5,250.0,3,1
cmcallof@lsu.edu,296,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,1,50.0,3,1
kwilcockesfx@lsu.edu,338,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,5,250.0,3,1
glibbie7q@lsu.edu,349,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
avirr66@lsu.edu,366,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,5,250.0,6,1
vconquest69@lsu.edu,371,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,2,100.0,6,1
cmcallof@lsu.edu,1785,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,1,50.0,2,1
avirr66@lsu.edu,1829,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,5,250.0,2,1
glibbie7q@lsu.edu,1881,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
hleroy7s@lsu.edu,1917,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,5,250.0,3,1
jcory4w@lsu.edu,1945,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
kmusslewhitedp@lsu.edu,2037,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,1,50.0,3,1
vconquest69@lsu.edu,2129,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,2,100.0,3,1
ctelezhking7@lsu.edu,2225,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,4,200.0,3,1
ahaskerjg@lsu.edu,2325,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,2,100.0,3,1
zcornillibb@lsu.edu,2373,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,3,150.0,3,1
kwilcockesfx@lsu.edu,2389,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,5,250.0,3,1
wfranzenct@lsu.edu,2449,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,5,250.0,3,1
rpointn@globo.com,744,Outdoor Decor,Outdoor 2-Piece Deep Seat Cushion,Deep Seat Cushion,Comfortable,5,175.0,3,1
rpointn@globo.com,2509,Outdoor Decor,Outdoor 2-Piece Deep Seat Cushion,Deep Seat Cushion,Comfortable,5,175.0,3,1
wlaurancegt@lsu.edu,717,Pain Relievers,Tylenol Extra Strength Acetaminophen Rapid Release Gels,Tylenol Gel,Relieve Pain,5,25.0,6,2
wlaurancegt@lsu.edu,2473,Pain Relievers,Tylenol Extra Strength Acetaminophen Rapid Release Gels,Tylenol Gel,Relieve Pain,5,25.0,3,1
ldickinsbh@lsu.edu,780,Patio & Garden,lanterns,Chinese Lanterns,Beautiful in the sky,4,80.0,3,1
ldickinsbh@lsu.edu,2557,Patio & Garden,lanterns,Chinese Lanterns,Beautiful in the sky,4,80.0,3,1
